,timestamp,track,satisfaction,pacing,location,week
3,2016-07-15 13:58:34,Apps,4,3,SV,4
4,2016-07-15 14:01:42,Apps,5,3,SV,4
5,2016-07-15 14:09:14,Apps,4,3,SV,4
6,2016-07-15 14:10:40,Apps,4,3,SV,4
7,2016-07-15 14:15:40,Apps,4,3,SV,4
8,2016-07-15 14:26:18,Apps,4,2,SV,4
9,2016-07-15 15:54:39,Apps,4,4,SV,4
10,2016-07-15 15:54:51,Apps,3,3,SV,4
11,2016-07-15 15:55:54,Apps,4,4,SV,4
12,2016-07-15 15:55:56,Apps,5,3,SV,4
13,2016-07-15 15:56:10,Apps,4,3,SV,4
14,2016-07-15 15:56:18,Apps,5,3,SV,4
15,2016-07-15 15:57:37,Apps,3,4,SV,4
16,2016-07-15 15:57:50,Apps,4,3,SV,4
17,2016-07-15 15:58:36,Apps,4,4,SV,4
18,2016-07-15 15:58:47,Apps,4,4,SV,4
19,2016-07-15 16:03:01,Apps,4,4,SV,4
20,2016-07-15 16:06:23,Apps,5,3,SV,4
21,2016-07-15 16:21:10,Apps,5,4,SV,4
22,2016-07-15 16:23:07,Apps,5,3,SV,4
23,2016-07-15 16:55:20,Apps,4,4,SV,4
24,2016-07-15 17:11:41,Apps,5,1,SV,4
25,2016-07-17 09:52:10,Apps,5,3,SV,4
26,2016-07-18 10:35:56,Apps,4,3,SV,4
27,2016-07-15 13:56:01,Games,5,2,SV,4
28,2016-07-15 13:56:03,Games,5,3,SV,4
29,2016-07-15 13:58:40,Games,4,3,SV,4
30,2016-07-15 14:00:09,Games,4,4,SV,4
31,2016-07-15 14:00:41,Games,4,4,SV,4
32,2016-07-15 15:51:03,Games,5,5,SV,4
33,2016-07-15 15:57:04,Games,5,3,SV,4
34,2016-07-15 15:58:21,Games,3,3,SV,4
35,2016-07-15 14:03:03,Intro,5,4,SV,4
0,2016-07-29 00:19:08,,5,3,HK,6
1,2016-07-29 00:22:41,,4,3,HK,6
2,2016-07-29 00:23:17,,5,3,HK,6
0,2016-06-24 14:02:56,Apps,3,2,SF,1
1,2016-06-23 14:48:47,Apps,3,3,SF,1
2,2016-06-24 09:50:50,Apps,3,4,SF,1
3,2016-06-24 13:21:09,Apps,3,5,SF,1
4,2016-06-23 13:21:46,Apps,4,2,SF,1
5,2016-06-24 13:58:52,Apps,4,2,SF,1
6,2016-06-24 14:12:41,Apps,4,2,SF,1
7,2016-06-23 13:19:38,Apps,4,3,SF,1
8,2016-06-24 09:49:30,Apps,4,3,SF,1
9,2016-06-24 09:53:41,Apps,4,3,SF,1
10,2016-06-24 09:54:45,Apps,4,3,SF,1
11,2016-06-24 11:37:05,Apps,4,3,SF,1
